"","X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
"99552",99552,0,0.963822257,62,1,2808,NA,11,0,1,0,0
"27526",27526,0,0.060109441,63,0,0.417658234,10000,7,0,2,0,0
"1793",1793,0,0.017796441,92,0,2,NA,2,0,0,0,NA
"85760",85760,0,0.007347056,44,0,0.246878489,9850,14,0,1,0,2
"111578",111578,0,0.000185178,62,0,9567,NA,13,0,8,0,0
"40607",40607,0,0.9999999,24,98,0,3345,0,98,0,98,0
"13022",13022,0,0.341732888,33,0,0.717283706,5050,14,0,5,0,1
"5805",5805,0,0,58,0,1.067173131,2500,12,0,1,0,0
"25175",25175,0,0.243298797,57,0,1270,NA,12,0,0,0,0
"14220",14220,0,0.059826297,66,0,0.009110099,9000,8,0,0,0,0
"40035",40035,0,0.386885611,54,0,0.30758643,12350,15,0,2,0,2
"20123",20123,0,1.017170938,54,0,1949,NA,6,0,1,0,0
"37149",37149,0,0.915694768,48,0,7636,NA,3,0,2,0,2
"21917",21917,0,0.218301966,62,0,1032,0,22,0,0,0,0
"53228",53228,0,0.039275494,54,0,0.528089888,5250,10,0,2,0,0
"94257",94257,0,0.9999999,95,0,0,NA,1,0,0,0,0
"136188",136188,0,0.262907787,61,1,0.430273375,9400,15,0,2,0,0
"125885",125885,0,0.044737039,66,0,0.315236984,9430,6,0,1,0,0
"149384",149384,0,0.239301704,63,0,3153,0,29,0,1,0,0
"69747",69747,0,0.282839645,25,0,0.77254902,764,5,0,0,0,0
"14658",14658,0,0,58,0,1.124175165,5000,11,0,1,0,0
"54973",54973,1,0.646587555,83,0,2214,NA,17,0,1,1,0
"107172",107172,0,0.878449451,63,0,0.301435407,5433,6,0,2,0,0
"104183",104183,0,0.048370548,70,0,0.071069736,42000,11,0,2,0,0
"28978",28978,0,0.034927948,62,0,1396,NA,8,0,1,0,0
"99513",99513,0,0.785230731,43,0,0.580270793,3618,8,0,0,0,2
"115260",115260,0,0.102048299,66,0,0.323834521,8000,8,0,1,0,1
"105579",105579,1,0.112807587,63,0,0.049797697,3212,10,0,0,0,0
"30304",30304,0,0.304745331,48,0,0.94041082,4916,12,0,4,0,0
"68353",68353,0,0,26,0,0,833,2,0,0,0,0
"40216",40216,0,0.103948654,55,0,0.01196215,5600,4,0,0,0,0
"19067",19067,0,0,35,0,1.838390967,1416,7,0,1,0,0
"37352",37352,0,0.018787034,76,0,462,NA,14,0,0,0,0
"104012",104012,0,0.366276757,44,0,0.358046524,7350,11,0,2,0,2
"143767",143767,0,0,69,0,55,NA,2,0,0,0,0
"59985",59985,0,0.008149796,62,0,0.000894365,10062,1,0,0,0,0
"62227",62227,0,0.152587565,54,1,0.26442456,6481,4,0,1,0,1
"41465",41465,0,0.026429925,62,0,0.356023102,7271,17,0,3,0,0
"93283",93283,0,0.153406323,39,0,0.692376282,15700,12,0,9,0,2
"78141",78141,0,0.236422594,48,0,3148,NA,9,0,1,0,3
"46655",46655,1,0,79,1,1.215045231,6300,7,0,3,2,0
"27825",27825,0,0.048718051,65,2,0.146699267,1635,5,0,0,0,1
"19890",19890,0,0.9999999,36,0,0.036091061,1800,2,0,0,0,0
"73983",73983,0,0.024953078,44,0,1.009402031,2658,8,0,2,0,1
"139534",139534,0,0.56590111,63,0,0.830555926,7500,22,0,2,0,0
"25222",25222,0,0.408499455,32,1,0.1193251,5748,4,0,0,0,3
"95191",95191,0,0.95380774,32,0,0.092524227,4333,3,0,0,0,0
"32782",32782,0,0.943744022,60,0,0.056606437,7083,7,0,0,0,1
"17144",17144,0,0.030449648,65,0,14,NA,3,0,0,0,0
"126013",126013,0,0.001165252,78,0,0.104097236,5100,8,0,0,0,1
"49802",49802,0,0.095589538,42,0,0.300676699,9900,8,0,1,0,5
"14769",14769,0,0.60745237,47,1,0.607656669,4100,5,0,2,0,2
"41558",41558,0,0.442613917,57,0,0.570921323,5350,16,0,1,0,2
"114803",114803,1,0.732712056,52,0,1.260450161,7463,30,0,2,0,1
"26652",26652,0,0.745453325,57,1,0.835464147,1798,9,0,0,0,0
"30120",30120,0,0.397272121,60,0,3661,NA,16,0,1,0,0
"99824",99824,0,0.64658621,33,1,0.122440538,4834,4,0,0,0,0
"130345",130345,1,0.888149134,41,0,0.380516236,1200,6,0,0,1,1
"94153",94153,0,0,24,0,0.207916833,2500,4,0,0,0,0
"39222",39222,0,0.102985812,58,0,4293,NA,6,0,2,0,0
"135459",135459,0,0.43721733,54,0,0.296220126,14100,13,0,3,0,1
"64367",64367,0,0.499770997,59,0,0.882203236,5500,6,0,2,0,0
"34105",34105,0,0.006154686,63,0,0.042174042,10100,10,0,1,0,3
"92405",92405,0,0.670697266,57,0,0.483442395,10085,13,0,3,0,1
"86751",86751,0,0.042377849,56,0,0.223996724,4883,6,0,1,0,2
"139878",139878,0,0.046564615,49,0,0.305358615,6064,15,0,1,0,0
"99566",99566,0,0.548679398,35,0,0.46102284,12083,10,0,2,0,4
"82229",82229,0,0,43,0,0.300769753,8833,6,0,2,0,0
"43458",43458,0,0.755087637,33,0,0.576258638,4051,5,0,1,0,0
"125271",125271,0,0.022073205,74,0,0.168411867,4583,10,0,2,0,0
"94711",94711,0,0.605736914,48,0,0.227455582,11931,9,0,1,0,1
"61478",61478,0,0.054406515,81,0,1207,NA,10,0,1,0,0
"58344",58344,0,0,40,1,0,3800,7,0,0,0,0
"20788",20788,0,0.169962231,24,0,1,820,5,0,0,0,0
"19434",19434,0,0.202308691,63,0,0.470355731,5059,8,0,2,0,0
"105167",105167,0,1.060967988,57,2,0.314037193,3333,2,0,0,0,0
"92760",92760,1,0.238726369,58,0,0.332953683,7901,15,0,2,0,0
"39180",39180,0,0.723318334,52,0,563,NA,8,0,0,1,0
"120428",120428,0,0.028355413,42,0,0.43764059,4000,13,0,2,0,3
"2831",2831,0,0.107560312,45,0,0.41928911,4416,5,0,2,0,1
"85890",85890,1,0.280223993,29,0,0.598674965,4980,14,0,1,0,0
"138572",138572,0,0.053993079,75,0,0.015322927,6982,8,0,0,0,0
"17786",17786,0,0.000588192,73,0,0.36300738,2167,6,0,0,0,0
"98145",98145,1,0.080932517,80,0,1,2500,11,0,1,2,0
"88234",88234,0,0.025959383,33,0,0.387926054,3461,8,0,1,0,0
"86439",86439,0,0.486129859,75,0,1106,NA,3,0,1,0,0
"113260",113260,0,0.646829097,56,0,1.143644506,2902,11,0,1,0,0
"81161",81161,0,0.075128272,67,0,0.34755366,7500,7,0,1,0,0
"141856",141856,0,0.02886864,48,0,0.478383326,7100,6,1,2,1,2
"83667",83667,0,0.174181919,57,0,0.29263484,7100,9,1,1,0,0
"58395",58395,0,0.984413293,37,4,0.239956172,5475,8,1,0,1,2
"110767",110767,0,0.05171673,45,0,0.307782036,6000,5,0,1,0,3
"124124",124124,0,0.010913311,34,0,0.003573392,3637,3,0,0,0,0
"138231",138231,0,0.002920225,61,0,0.269394217,12000,12,0,2,0,0
"140032",140032,0,0.046517184,50,0,1861,NA,8,0,2,0,0
"35546",35546,0,0.048136209,68,0,0.204174706,5700,16,0,1,0,0
"131960",131960,0,0.491773137,74,1,0.174935843,4675,9,0,0,0,0
"51996",51996,0,0.110992749,30,0,0.04772697,7500,8,0,0,1,0
"82890",82890,0,0.094884071,65,0,194,NA,14,0,0,0,0
"77594",77594,0,0.014802213,70,0,0.002150958,10227,4,0,0,0,0
"80515",80515,0,0.615178149,67,0,0.493469117,4516,9,0,2,0,0
"43750",43750,0,0.853622662,65,0,0.374850012,4166,7,0,0,0,0
"89993",89993,0,0.42258826,49,0,2035,NA,7,0,2,0,2
"121115",121115,0,0.377881478,49,0,0.263137779,10465,18,0,2,0,0
"28505",28505,0,0.075931568,57,0,0.239695341,6695,4,0,2,0,0
"87097",87097,0,0,36,0,0.075911536,5018,2,0,0,0,1
"35439",35439,0,0.038645393,61,0,0.063968016,2000,18,0,0,0,1
"54498",54498,0,0.9999999,59,0,0.300472091,3600,2,0,1,0,0
"138218",138218,0,0.374205136,49,0,0.661667803,4400,13,0,2,0,4
"36799",36799,0,0.13042591,47,0,0.029094181,6667,4,0,0,0,2
"81649",81649,0,0.233343187,31,0,1.08383423,3160,15,0,3,0,0
"90493",90493,0,0.314407259,54,0,4769,NA,15,0,2,0,0
"121337",121337,0,0,45,1,0.250044115,5666,6,0,1,0,1
"56356",56356,0,0.612871867,54,0,0.544155319,7416,22,0,1,0,0
"132667",132667,0,0.03866198,49,0,0.338231722,8233,5,0,1,0,1
"76401",76401,0,0.13339716,64,1,0.115116631,3300,5,0,0,0,0
"56803",56803,0,0.275547534,33,0,0.434612651,8441,14,0,1,0,0
"138528",138528,0,0.002266591,52,0,0.181042528,7500,7,0,1,0,1
"83106",83106,1,0.331394741,34,2,0.396095974,7376,6,0,2,1,1
"138932",138932,0,0,54,0,2660,NA,6,0,1,0,3
"79886",79886,0,0.201865423,23,0,0.005863956,2557,2,0,0,0,0
"97080",97080,0,0.120838163,67,0,0.404493003,8145,11,0,3,0,0
"76731",76731,0,0.193542144,58,0,181,NA,12,0,0,0,0
"41542",41542,0,0.044538578,79,0,0.150940171,11699,15,0,1,0,0
"143635",143635,0,0,62,1,0.498428003,4770,6,0,1,0,0
"127554",127554,0,0.004821928,87,0,8,NA,12,0,0,0,0
"33945",33945,0,0.066671679,55,0,0.290171266,9166,11,0,1,0,2
"95133",95133,0,0.00411755,58,0,0.127439812,13166,9,0,1,0,0
"68629",68629,0,0.091269408,43,0,0.301009483,6537,5,0,2,0,3
"48871",48871,0,0.032893774,64,0,0.257600371,4308,7,0,1,0,0
"54791",54791,0,0.613462179,50,3,3105,NA,6,1,1,1,NA
"140305",140305,0,0.031799293,64,0,1027,NA,6,0,2,0,0
"22410",22410,0,0.085170102,46,0,3817,NA,17,0,2,0,1
"39886",39886,0,0.37529284,37,0,0.325656133,5600,4,0,1,0,0
"65273",65273,0,0.280882935,74,0,0.646754739,1740,14,0,0,0,0
"135362",135362,0,0.00025333,55,0,4557,NA,7,0,1,0,0
"71845",71845,0,0.45508982,33,0,522,0,2,0,0,0,2
"147714",147714,0,0.9999999,35,0,0.367899008,4435,7,0,0,0,0
"89554",89554,0,0,71,0,523,NA,3,0,1,0,0
"122641",122641,0,0.004590693,57,0,0.180478821,3800,13,0,1,0,0
"18561",18561,0,0.016228099,61,0,0.288884959,11308,10,0,1,0,1
"72080",72080,0,0.823822758,53,0,2000,NA,6,0,0,0,0
"69061",69061,0,0.617039543,35,0,0.135969784,4500,5,0,0,0,0
"135922",135922,0,0.918181283,26,2,0.407883462,3500,6,0,1,1,2
"95290",95290,0,0.008719302,35,3,0.032468678,17000,4,0,0,2,2
"98874",98874,0,0.9999999,59,3,0.185774344,8800,3,0,2,0,0
"20019",20019,0,0.426750573,29,0,0.222261113,5713,8,0,0,0,0
"148455",148455,0,0.9999999,23,0,1,NA,1,0,0,0,NA
"38588",38588,0,0.025049374,55,0,2638,NA,7,0,1,0,0
"88065",88065,0,0.595939702,44,0,0.329734732,6483,4,0,1,0,1
"49129",49129,0,0.071989018,49,0,1451,NA,7,0,1,0,0
"111205",111205,0,0.280220583,48,1,1.906764531,5040,13,0,3,0,1
"560",560,0,0.277436128,59,0,0.388566694,3620,8,0,1,0,1
"16021",16021,0,0.9999999,61,1,0.072534945,2646,2,0,0,1,0
"73188",73188,0,0.110548487,60,0,0.198563031,10716,4,0,1,0,0
"10633",10633,0,0.181978606,65,0,0.162979161,7773,12,0,2,0,0
"75657",75657,0,0.222537533,71,0,3986,NA,15,0,1,0,1
"53900",53900,0,0.088173877,58,0,1842,NA,6,0,1,0,0
"5603",5603,0,0,48,0,412,NA,3,0,0,0,0
"19776",19776,0,0.043152309,54,0,0.323970548,3666,15,0,0,0,1
"129233",129233,0,0.018326606,55,0,0.23242521,13470,8,0,2,0,2
"132594",132594,0,0.950469159,34,0,0.11536265,1750,5,0,0,0,1
"107598",107598,0,0.100888102,57,0,0.661067115,12500,20,0,2,0,0
"119674",119674,0,0.053768744,40,0,0.343522354,7000,17,0,2,0,0
"19904",19904,0,0,26,0,0,3000,5,0,0,0,0
"33331",33331,0,0,56,0,1543,NA,3,0,1,0,0
"143245",143245,0,0.356464354,61,0,0.204676563,13000,5,0,1,0,0
"93798",93798,1,0.994575045,46,4,0.532481954,1800,5,1,0,0,0
"71883",71883,1,0.9999999,56,0,0.041154791,1627,0,1,0,0,0
"124799",124799,0,0.030356059,39,0,0.131120573,20667,5,0,2,0,2
"66858",66858,0,0,61,0,936,NA,6,0,1,0,0
"24948",24948,0,0.027880289,43,0,0.178527123,8866,12,0,0,0,3
"117118",117118,0,0.587554269,51,0,3046,NA,16,0,2,0,0
"130423",130423,0,0.0559972,42,0,0.177210826,5800,3,0,1,0,3
"133547",133547,0,0.024412513,39,0,0.365843705,4900,11,0,2,0,0
"75395",75395,0,1.036088759,42,3,0.364059718,7300,5,1,1,2,3
"41834",41834,1,0.724120083,55,1,2178,NA,10,2,1,2,0
"33719",33719,0,0.065221828,72,0,48,NA,6,0,0,0,0
"101964",101964,0,0.02105215,41,0,3583,NA,11,0,2,0,0
"21200",21200,1,0.368844033,52,1,0.078662029,9775,8,0,0,3,0
"74955",74955,0,0.697942736,52,0,1.176008568,2800,16,0,2,0,0
"57110",57110,0,0.077367008,80,0,0.005217164,7666,2,0,0,0,0
"83434",83434,0,0.279385918,60,0,0.780869855,6000,22,0,3,0,1
"80347",80347,0,0.011815879,52,0,1177,NA,6,0,1,0,0
"40971",40971,0,0.999833749,28,0,0.637229231,4200,5,0,2,0,3
"25949",25949,0,0.292868977,49,0,6304,NA,10,0,3,0,0
"28264",28264,1,0.965194698,49,0,0.790030211,3309,14,0,0,0,2
"38807",38807,0,0.954070086,42,0,0.472651967,8208,8,0,1,0,0
"70855",70855,0,1.458220254,59,0,0.18290402,54000,16,0,6,0,1
"115586",115586,0,0.007682793,70,0,0.263531016,7334,8,0,1,0,0
"119020",119020,0,0.050397984,82,0,0.009781478,4804,5,0,0,0,0
"137687",137687,0,0.027704231,47,0,0.245579213,5541,12,0,2,0,0
"59809",59809,0,0.015550975,49,0,12,NA,3,0,0,0,0
"12242",12242,0,0.24750499,24,1,0.135966008,4000,4,0,0,1,0
"111485",111485,0,0.101164258,63,0,0.290087864,7283,8,0,1,0,1
"50251",50251,0,0.024277839,33,1,0.487671617,7137,9,0,2,0,0
"4871",4871,0,0.715034513,39,0,0.615311369,5250,8,0,2,0,2
"46422",46422,0,0.158354914,67,0,0.188413227,3900,7,0,0,0,0
"52210",52210,0,0,83,0,0.00366049,4370,3,0,0,0,0
"57753",57753,0,0.201262362,56,0,0.37980887,4080,10,0,1,0,2
"22869",22869,0,0.9999999,49,0,0.516570803,3650,4,0,3,0,0
"67594",67594,0,0.9999999,90,0,0,2226,6,0,0,0,1
"143114",143114,0,0,44,0,0.846892249,4166,5,0,2,0,2
"48041",48041,0,0.553900635,28,0,0.287618483,3375,9,0,0,1,2
"57620",57620,0,0.144599329,56,0,0.043086992,11000,15,0,0,2,2
"84893",84893,0,0.022750929,53,0,0.660339155,3950,10,0,1,0,0
"69193",69193,0,0.05849805,44,0,0.085409549,12000,9,0,1,0,0
"4556",4556,0,0.9999999,78,0,0,NA,5,0,0,0,NA
"95356",95356,0,0.011074723,65,0,0.246828143,9536,9,0,1,0,0
"140211",140211,0,0.9999999,24,0,0.104025939,3700,2,0,0,0,0
"120738",120738,0,0.044897544,75,0,0.74132863,1700,13,0,1,0,0
"2013",2013,0,0.469804026,55,0,2455,NA,7,0,1,0,0
"64368",64368,0,0.974578747,69,0,3665,NA,6,0,1,0,0
"75928",75928,0,0.369666342,48,0,0.197353245,16472,10,0,1,0,2
"149808",149808,0,0.778478753,43,0,1.059708295,2193,5,1,1,0,3
"18076",18076,0,0.030456105,89,0,0.0059042,10500,7,0,0,0,0
"45299",45299,0,0.029120918,62,0,0.302167294,5582,9,0,1,0,1
"5021",5021,0,0.000299985,50,0,0.270039622,6561,5,0,2,0,1
"1891",1891,0,0.9999999,24,0,602,NA,0,0,0,0,0
"102584",102584,0,0.176251781,52,0,0.126822765,12000,10,0,1,0,0
"63443",63443,0,0.070761513,64,0,0.263673633,10000,13,0,2,0,0
"29879",29879,0,0.206938684,34,0,0.130177515,4900,19,0,0,0,0
"23421",23421,0,0.145897811,67,0,680,NA,9,0,0,0,0
"56020",56020,0,0.004712213,55,0,0.367106176,4322,11,0,1,0,0
"127152",127152,0,0.003422945,85,0,2,NA,4,0,0,0,0
"139392",139392,0,0.290407898,53,0,650,NA,11,0,0,0,0
"58573",58573,0,0.005737258,70,0,28,NA,2,0,0,0,0
"57459",57459,0,0.9999999,51,0,0.291961072,7500,7,0,2,0,2
"10245",10245,0,0.9999999,37,2,2568,NA,5,0,2,1,0
"107452",107452,0,0.015753361,72,0,0.564596717,1400,6,0,1,0,0
"26472",26472,0,0.142444176,60,0,0.21344512,13000,10,0,3,0,1
"141222",141222,0,0.008020204,88,0,0.001749563,4000,5,0,0,0,0
"56406",56406,0,0,54,0,0.596727769,6600,6,0,1,0,2
"33381",33381,0,0.009081642,71,0,0.299683294,2525,24,0,0,0,0
"9674",9674,0,0.254768507,42,0,0.26306914,4150,5,0,2,0,0
"3518",3518,0,0.386863559,41,0,0.829552926,6083,12,0,2,0,0
"47337",47337,0,0.087900033,59,0,0.285446009,9584,9,0,4,0,0
"11494",11494,0,0.022331845,38,1,1.006817562,3666,9,1,1,1,0
"91621",91621,0,0.19429751,61,0,0.393535488,3000,6,0,0,0,0
"134808",134808,0,0.344329865,53,0,0.219217217,10500,24,0,2,0,0
"3759",3759,0,0.158188932,62,0,0.411430888,7400,21,0,1,0,0
"92830",92830,0,1.295681063,59,0,0.016661113,3000,1,0,0,0,0
"50820",50820,0,0.013290393,64,0,1066,NA,22,0,2,0,0
"123456",123456,1,0.447510498,43,2,0.221118768,4933,3,1,0,0,3
"132408",132408,0,0.027399452,47,2,2964,NA,4,0,2,0,0
"60907",60907,0,0.013649318,28,0,0.302424394,4000,6,0,2,0,0
"73570",73570,0,0.08079596,79,0,0.160726073,9089,7,0,1,0,0
"142291",142291,0,0.285717163,60,0,0.340915783,13583,15,0,3,0,1
"61269",61269,0,0.019998947,93,0,11,NA,2,0,0,0,NA
"71018",71018,0,0.355124208,62,0,0.491255523,10863,18,0,2,0,0
"53351",53351,0,0.048883764,58,0,5213,0,10,0,3,0,0
"58696",58696,0,0.9999999,52,0,0.096652659,6900,3,0,1,0,1
"139388",139388,1,0.300998573,41,0,775,NA,5,1,0,0,0
"144020",144020,0,0.142999071,42,0,0.674341109,3300,10,0,1,0,0
"106396",106396,0,0.360626178,41,0,0.291773504,9359,4,0,1,0,0
"14751",14751,0,0.526496529,59,1,3984,NA,14,0,1,0,0
"25885",25885,0,0.189040337,57,1,1154,NA,5,0,1,0,1
"58728",58728,0,0.1249841,66,0,971,NA,10,0,1,0,0
"5116",5116,1,0.030300997,47,0,0.008247938,4000,6,0,0,0,0
"106788",106788,0,0.035910117,49,0,0.135396296,8692,5,0,1,0,2
"99130",99130,0,0.25932784,53,2,0.12363359,11800,8,0,1,0,3
"121577",121577,0,0.038931811,59,0,0.004666222,10500,11,0,0,0,0
"38757",38757,0,0.113386251,51,0,0.32792005,1600,3,0,0,0,0
"33542",33542,0,0.156242528,49,3,1653,NA,12,0,1,0,0
"53552",53552,0,0.256752068,44,0,0.743496208,10416,10,0,3,0,3
"7126",7126,0,0.02121962,56,1,0.501766549,15000,16,0,5,1,1
"8426",8426,0,0.036299037,52,0,0.041637262,7084,2,0,1,0,0
"104682",104682,0,0,61,0,2580,NA,9,0,3,0,0
"56941",56941,0,0.020793321,64,0,0.148992641,8288,10,0,0,0,0
"125036",125036,0,0.841413978,46,1,0.481799719,6400,11,0,2,1,2
"15638",15638,0,0.00368369,48,0,3378,NA,12,0,2,0,0
"56723",56723,1,0.982806877,38,5,0.876475669,3472,8,2,3,3,0
"133320",133320,0,0.00314454,67,0,0.001499893,4666,4,0,0,0,0
"58714",58714,0,0.005687275,71,0,0.208697826,4000,10,0,0,0,0
"132554",132554,0,0,67,0,0.863424384,1500,11,0,2,0,0
"132232",132232,0,0.16048464,51,0,0.367272284,8200,7,0,1,0,0
"71152",71152,0,0.075618879,80,0,0.381282977,3600,8,0,0,0,0
"114506",114506,0,0.001538402,70,0,0.16957739,7500,7,0,2,0,0
"102200",102200,0,0.159347045,48,0,0.035192961,5000,4,0,0,0,3
"6698",6698,0,0.726477151,47,0,0.203857816,15500,11,0,1,0,3
"149627",149627,0,0.472179744,39,1,0.107142857,3667,4,0,0,0,0
"139060",139060,0,0.114711668,46,0,0.365878041,3000,8,0,0,0,1
"6485",6485,0,0.601639791,63,0,2394,NA,17,0,1,0,0
"52502",52502,0,0.88752597,60,3,0.404559544,10000,9,0,1,0,0
"8462",8462,0,0.06188717,34,0,1184,0,7,0,1,0,0
"84916",84916,0,0.039621179,89,0,0.021149779,5200,8,0,0,0,0
"71482",71482,1,0.9999999,66,0,0.059485129,4000,1,0,0,1,1
"138878",138878,0,0.226663772,40,0,0.157957892,9166,9,0,0,0,0
"126599",126599,0,0.297349228,46,2,0.398176739,6800,17,0,2,0,1
"80484",80484,0,0.039489188,61,0,0.006259781,5750,4,0,0,0,0
"36036",36036,0,0.870981182,40,2,0.978010995,2000,6,0,1,0,0
"35055",35055,0,0.9999999,58,3,6.586551681,8000,15,1,1,1,0
"48146",48146,0,0.435294387,36,0,0.201035172,8500,9,0,0,0,0
"109260",109260,0,0.196150321,40,0,0.312737453,5000,10,0,1,0,2
"10288",10288,0,0.233354784,42,2,0.169483052,10000,13,0,2,0,0
"36706",36706,0,0.514148585,50,0,0.571777571,8595,11,0,3,0,3
"40477",40477,0,0.000100501,90,0,0.100779844,5000,8,0,1,0,1
"82011",82011,0,0.162360047,75,0,3282,NA,5,0,2,0,0
"88729",88729,0,0.069177357,30,0,0.065260862,5500,10,0,0,0,0
"143893",143893,0,0.9999999,69,0,0,700,0,0,0,0,0
"40199",40199,1,0.656904425,50,2,0.194363972,3796,9,1,0,0,2
"32496",32496,0,0.01075421,43,0,1139,NA,9,0,2,0,0
"147028",147028,0,0,42,0,0.371632765,3637,5,0,2,0,0
"48383",48383,0,0.335669634,42,0,0.255749361,9000,9,0,2,0,3
"129617",129617,0,0.125315353,62,0,0.030904408,6600,8,1,0,0,1
"87274",87274,0,0.770480627,44,0,0.715071232,4000,8,0,2,0,3
"17009",17009,0,0.22045942,44,0,0.101921957,5150,12,0,0,0,0
"20202",20202,0,0.112565728,31,0,0.414058594,10000,15,0,2,0,0
"149264",149264,0,0.004249823,73,0,0.250319898,6251,10,0,2,0,0
"136558",136558,0,0.279871244,57,0,0.35189061,7166,10,0,2,1,0
"131829",131829,0,0,36,1,0.289401927,5500,6,0,1,0,1
"92113",92113,0,0.563519177,54,0,1.314761631,1740,12,0,1,0,2
"74094",74094,0,0.052446304,32,0,0.50264248,7000,13,0,3,0,0
"68047",68047,0,0.198231502,67,2,3700,NA,22,1,2,0,0
"134591",134591,0,0.031598627,54,0,0.337952811,11400,14,0,2,0,0
"9195",9195,0,0.000355009,55,3,0.867393279,1100,31,0,0,0,3
"85631",85631,0,0.442206277,60,0,0.184125519,6500,16,0,0,0,0
"127982",127982,1,0.321768943,49,1,0.067052513,7083,7,0,0,0,0
"50592",50592,0,0.678646726,44,0,0.56876939,6768,11,0,1,0,2
"119689",119689,0,0.9999999,64,0,0,2200,0,0,0,0,1
"93420",93420,0,0.9999999,37,0,0.240389544,1950,3,1,0,0,1
"56658",56658,0,0.001230398,45,0,0.528861658,3100,7,0,1,0,2
"106134",106134,0,0.054848049,63,1,702,NA,10,0,1,0,0
"39235",39235,1,1.108254784,29,2,0.255561894,3505,5,4,0,1,2
"25310",25310,0,0,32,0,0.271363961,4200,5,0,1,0,0
"74267",74267,0,0.220996322,42,2,0.182610098,6198,9,0,1,1,2
"133900",133900,0,0.104224584,52,0,0.198355677,13500,13,0,2,0,1
"103602",103602,0,0.006203153,38,0,0.320334958,8000,19,0,1,0,1
"289",289,0,0.074256375,49,0,0.347930414,5000,11,0,2,0,3
"42666",42666,0,0.075949367,63,0,2807,NA,9,0,1,0,NA
"2173",2173,0,0.05778174,54,0,0.505247376,2000,9,0,1,0,0
"86065",86065,1,1.040636605,51,3,0.618155198,3414,9,1,2,2,0
"86103",86103,0,0.015982564,73,0,0.003907033,9981,9,0,0,0,0
"38660",38660,0,0.398568798,53,0,0.403888401,9103,13,0,2,1,1
"15517",15517,0,0.461023993,58,0,5208,NA,11,0,1,0,1
"119513",119513,0,0.186156158,70,2,0.216630197,5483,3,0,1,0,0
"77897",77897,0,0.063286168,88,1,0.099609561,10500,16,0,0,0,0
"118790",118790,0,0,60,0,1956,NA,3,0,1,0,0
"82192",82192,0,0.123505479,60,0,0.653755314,2116,11,0,1,0,0
"113806",113806,0,0.040663823,61,0,0.450938649,5166,16,0,1,0,1
"108386",108386,0,0,67,0,0.229810798,6500,5,0,1,0,1
"139160",139160,0,0.016197938,85,0,919,NA,19,0,1,0,0
"706",706,0,0.046747539,60,0,1.012368584,3233,13,0,2,0,0
"62222",62222,0,0.106322487,71,0,0.279087914,11533,11,0,2,0,0
"50320",50320,0,0.04076584,32,0,0.192914792,14000,10,0,1,0,2
"48363",48363,0,0.000296727,32,0,0.068338786,2750,6,0,0,0,0
"132664",132664,0,6.478840387,41,0,0.315979479,10525,7,0,1,0,2
"115889",115889,0,0.844031194,32,0,0.47037422,3847,7,1,1,0,2
"40510",40510,0,0.119555393,58,0,0.910885505,3545,8,0,1,0,1
"104921",104921,0,0.029367552,51,0,0.345165483,10000,6,0,2,0,0
"43163",43163,0,0.151614247,51,0,0.98114065,4400,18,0,1,0,3
"71377",71377,0,0.000351195,63,0,1965,NA,11,0,2,0,NA
"104154",104154,0,0.170080258,50,0,0.220526379,8320,17,0,1,0,1
"440",440,0,0.297094601,43,1,0.603763294,3666,9,0,1,0,2
"47304",47304,0,0.9999999,56,1,2438,0,3,0,1,0,0
"11212",11212,0,0.050866801,80,0,0.00999643,2800,9,0,0,0,0
"65991",65991,0,0.9999999,88,0,0,NA,3,0,0,0,NA
"27272",27272,0,0.013677732,81,0,0.004598161,5001,10,0,0,0,0
"55820",55820,0,0.121797399,41,0,0.271022781,10666,10,0,2,0,0
"110633",110633,1,0.927563604,42,0,0.309918222,9537,7,0,2,0,2
"124350",124350,0,0.022544869,83,0,0.064355752,7240,3,0,0,0,0
"105728",105728,0,0.197333397,54,0,5169,NA,5,0,2,0,0
"15231",15231,0,0.129437542,50,0,0.299036281,10583,8,0,2,0,0
"26878",26878,0,0.36626098,48,0,0.477411144,11000,15,0,2,0,6
"134448",134448,0,0.167284875,71,0,0.279447019,12513,9,0,2,0,0
"57128",57128,0,0.9999999,33,0,0.355366492,4583,4,0,1,0,0
"76048",76048,0,0.9999999,51,0,0,1445,1,0,0,0,0
"111812",111812,0,0,33,0,0.179117269,7000,7,0,1,0,0
"88927",88927,0,0.9999999,57,0,2616,NA,6,0,2,0,0
"48444",48444,0,0.043641303,66,0,0.023217666,7924,10,0,0,0,0
"92005",92005,0,0.111861387,62,0,0.22671774,4176,10,0,1,0,0
"53882",53882,0,0.00674399,59,0,0.120280555,6700,9,0,2,0,1
"29146",29146,0,0.952031979,43,0,0.261692253,2800,5,3,0,2,0
"25414",25414,0,0,81,0,0,NA,6,0,0,0,NA
"13210",13210,0,0.846425062,61,0,0.666794332,2610,12,0,1,0,1
"25154",25154,0,0,40,0,0.195400383,12000,9,0,1,0,2
